country,year,Energy_HighTech,Energy_RnD,Energy_Patents,Openness_Top10Income_INV,Openness_HumanCapital,Cohesion_Gini_INV,Cohesion_Homicide_INV,Demography_Fertility,Hard_Population,Hard_GDP_USD,Hard_Military_Pct,Geo_Freshwater,Geo_ArableLand,Hard_EnergyVulnerability_INV,Openness_RegQuality,Cohesion_GovEffectiveness
USA,2024,24.322982844202,3.44716,262244.0,30.7,,41.8,5.76340794073065,1.6265,340110988.0,28750956130731.2,3.41921653228044,2818.0,151563525.1,,,
CAN,2000,,1.85849,4187.0,25.6,,33.4,1.76745915413225,1.51,30685730.0,744773415931.587,1.11434980213748,2850.0,40971000.0,,,
CAN,2001,,2.02116,3963.0,25.7,,33.6,1.77486867333404,1.54,31020855.0,738981792355.372,1.13335628281332,2850.0,40948000.0,,,
CAN,2002,,1.9717,3959.0,25.5,,33.6,1.84553461879682,1.52,31359199.0,760649334098.005,1.11686914736943,2850.0,40615000.0,,,
CAN,2003,,1.96782,3929.0,25.8,,33.8,1.72443676408719,1.55,31642461.0,895540646634.787,1.11193730688338,2850.0,40282000.0,,,
CAN,2004,,1.99735,5231.0,25.6,,33.8,1.9450604450874,1.56,31938807.0,1026690238278.25,1.10418939142687,2850.0,39949000.0,,,
CAN,2005,,1.97127,5183.0,25.6,,33.6,2.04684481799773,1.58,32242732.0,1173108598778.68,1.10710542420811,2850.0,39616000.0,,,
CAN,2006,,1.94304,5522.0,26.1,,34.1,1.85596882167745,1.63,32571193.0,1319264809590.97,1.12252472932052,2850.0,39283000.0,,,
CAN,2007,14.7696951856267,1.90358,4998.0,26.0,,33.8,1.8040520550306,1.67,32888886.0,1468820407783.26,1.18579022996702,2850.0,38884000.0,,,
CAN,2008,15.1830451903737,1.85578,5061.0,26.0,,33.9,1.83562569798247,1.7,33247298.0,1552989690721.65,1.24551836677548,2850.0,38485000.0,,,
CAN,2009,17.8727014855854,1.91742,5067.0,25.9,,34.0,1.80332678612386,1.69,33630069.0,1374625142157.29,1.37755563107525,2850.0,38086000.0,,,
CAN,2010,15.5005412945327,1.82504,4550.0,25.8,,33.6,1.62880268220815,1.65,34005902.0,1617343367486.26,1.19433833839121,2850.0,37687000.0,,,
CAN,2011,14.7126429740351,1.78714,4754.0,25.0,,32.7,1.76238467720832,1.63,34339221.0,1793326630174.52,1.19329189549638,2850.0,37285000.0,,,
CAN,2012,15.6186928492244,1.77303,4709.0,25.2,,33.5,1.57205168149969,1.63,34713395.0,1828366481521.6,1.11840459807104,2850.0,37534000.0,,,
CAN,2013,15.4941329115402,1.70624,4567.0,25.1,,33.8,1.44219466327057,1.61,35080992.0,1846597421834.98,1.00236720047397,2850.0,37783000.0,,,
CAN,2014,14.6664530922053,1.71482,4198.0,25.2,,33.2,1.47330111088167,1.61,35434066.0,1805749878439.94,0.989925299438869,2850.0,38032000.0,,,
CAN,2015,14.8286795335378,1.6936,4277.0,25.5,,33.7,1.69900457240782,1.6,35704498.0,1556508816217.14,1.15270937445521,2850.0,38282000.0,,,
CAN,2016,14.0996116936098,1.72903,4078.0,25.0,,32.7,1.69447965211893,1.59,36110803.0,1527994741907.43,1.16416156719089,2850.0,38530000.0,,,
CAN,2017,14.3488055729531,1.68702,4053.0,25.3,,33.3,1.80664809278477,1.55,36545075.0,1649265644244.09,1.35189646465708,2850.0,38509000.0,,,
CAN,2018,15.4222842964733,1.7372,4349.0,24.8,,32.5,1.77503663024043,1.51,37072620.0,1725329192783.02,1.3176781061648,2850.0,38690000.0,,,
CAN,2019,17.1309209127166,1.75578,4238.0,24.4,,31.8,1.82357460879594,1.47,37618495.0,1743725183672.52,1.28451224366918,2850.0,38648000.0,,,
CAN,2020,16.7587089775244,1.93413,4452.0,23.8,,29.9,2.00409191032713,1.41,38028638.0,1655684730000.19,1.39399340787119,2850.0,38235000.0,,,
CAN,2021,16.33762888714,1.87064,4710.0,24.5,,31.1,2.08300518200199,1.44,38239864.0,2022378748423.23,1.25420081409628,2850.0,38259000.0,,,
CAN,2022,15.1489765380468,1.81291,4710.0,24.6,,31.5,2.27195104620383,1.34,38935934.0,2190411080134.32,1.16713259486345,2850.0,38346000.0,,,
CAN,2023,16.3717954388263,1.81048,4710.0,24.6,,31.5,1.97968887560784,1.27,40083484.0,2173339670064.33,1.25316567875902,2850.0,38151000.0,,,
CAN,2024,16.7779029827711,1.7908,4710.0,24.6,,31.5,1.97968887560784,1.25,41288599.0,2243636826633.76,1.31303419578919,2850.0,38151000.0,,,
GBR,2000,,1.60963,22050.0,31.2,,38.9,1.54256868130426,1.64,58892514.0,1671597821152.97,2.3727966452319,145.0,5876000.0,,,
GBR,2001,,1.59544,21423.0,29.3,,37.1,1.62595894048872,1.63,59119673.0,1656171009068.66,2.41112210130721,145.0,5651000.0,,,
GBR,2002,,1.61383,20624.0,27.7,,35.1,1.85923045695602,1.63,59370479.0,1790536570743.41,2.48565967470705,145.0,5786000.0,,,
GBR,2003,,1.58131,20426.0,27.3,,34.9,1.85923045695602,1.7,59647577.0,2061227755102.04,2.55206201518244,145.0,5659000.0,,,
GBR,2004,,1.53089,19178.0,27.3,,34.8,1.85923045695602,1.75,59987905.0,2429774807762.72,2.49782136751626,145.0,5819000.0,,,
GBR,2005,,1.55004,17833.0,27.9,,35.5,1.37797628851015,1.76,60401206.0,2551361818181.82,2.42271607573388,145.0,5729000.0,,,
GBR,2006,,1.57625,17484.0,28.3,,35.9,1.4119320989405,1.82,60846820.0,2719558417663.29,2.36967440284241,145.0,6094000.0,,,
GBR,2007,20.8808205935258,1.6183,17375.0,26.5,,34.4,1.42031017055268,1.86,61322463.0,3104699879951.98,2.37465777127738,145.0,6085000.0,,,
GBR,2008,20.6167865586516,1.60901,16523.0,27.6,,35.4,1.22526681051353,1.91,61806995.0,2945251838235.29,2.4871500848402,145.0,6005000.0,,,
GBR,2009,20.4685287071557,1.66991,15985.0,27.4,,35.1,1.12468797208048,1.89,62276270.0,2429358155475.93,2.64772453259797,145.0,6049000.0,,,
GBR,2010,23.3036586296348,1.63887,15490.0,26.4,,33.7,1.19987652699167,1.92,62766365.0,2496740681057.14,2.56799960467203,145.0,5970000.0,,,
GBR,2011,23.3057218186911,1.64681,15343.0,25.9,,33.2,1.00772665754522,1.91,63258810.0,2675590034128.66,2.49903987829525,145.0,6062000.0,,,
GBR,2012,23.460196722755,1.57587,15370.0,25.7,,33.1,0.980292769516879,1.92,63711000.0,2719715961539.83,2.41781748358099,145.0,6212000.0,,,
GBR,2013,23.5876424891453,1.62096,14972.0,25.3,,32.7,0.9349366699991,1.83,64139000.0,2796908333283.39,2.29232047399432,145.0,6265400.0,,,
GBR,2014,22.2044750130662,2.26488,15196.0,25.6,,33.1,0.900318736728248,1.81,64620000.0,3085362169410.29,2.18448549185402,145.0,6233500.0,,,
GBR,2015,22.3335907744673,2.27566,14867.0,25.7,,33.3,0.948271629655268,1.8,65088000.0,2945579890258.46,2.04890800410498,145.0,6011000.0,,,
GBR,2016,23.5591126028431,2.32051,13876.0,25.5,,33.1,1.17310761427578,1.79,65607000.0,2706807606538.73,1.98449096820719,145.0,6026010.5,,,
GBR,2017,22.6194649609659,2.32602,13301.0,25.0,,32.6,1.17550481262973,1.74,65966000.0,2699118387873.1,1.95002885979327,145.0,6082879.4,,,
GBR,2018,22.3331118559009,2.70889,12865.0,25.9,,33.7,1.09059626628076,1.68,66289000.0,2897028009916.05,1.94455569473457,145.0,6037787.4,,,
GBR,2019,23.0942001089205,2.6707,12061.0,25.1,,32.8,1.15033375026475,1.632,66631000.0,2875710080015.3,1.98525373099586,145.0,6085598.4,,,
GBR,2020,23.0073604990707,2.93993,11990.0,24.9,,32.7,0.94577935310667,1.571,66744000.0,2724001478304.59,2.16304030547387,145.0,5978502.2,,,
GBR,2021,23.8654057182193,2.89968,11592.0,25.0,,32.4,1.11868407522333,1.583,66984000.0,3194559188925.93,2.07241748249759,145.0,6009804.2,,,
GBR,2022,27.1597708192348,2.75224,11592.0,25.0,,32.4,1.11868407522333,1.56,67604000.0,3181244350465.41,2.05691855462534,145.0,6041110.0,,,
GBR,2023,28.8917146113567,2.67614,11592.0,25.0,,32.4,1.11868407522333,1.56,68492000.0,3420796653789.08,2.23063973904322,145.0,6043691.6,,,
GBR,2024,29.233260009076,2.67614,11592.0,25.0,,32.4,1.11868407522333,1.551,69226000.0,3686033044482.13,2.2786177901127,145.0,6043691.6,,,
FRA,2000,,2.10066,13870.0,25.4,,32.6,1.76687009797043,1.89,60918661.0,1360959069477.49,2.09218901026309,200.0,18354400.0,,,
FRA,2001,,2.1494,13499.0,25.5,,32.5,1.74776357833476,1.9,61364377.0,1370376677298.86,2.04148415280944,200.0,18345900.0,,,
FRA,2002,,2.18758,13519.0,25.0,,31.8,1.85488321960253,1.88,61812142.0,1492427756382.43,2.05857264018165,200.0,18371500.0,,,
FRA,2003,,2.13086,13511.0,25.2,,31.4,1.62492873135846,1.89,62249855.0,1835095983049.09,2.1064709567846,200.0,18354800.0,,,
FRA,2004,,2.10438,14230.0,24.5,,30.6,1.61830161158403,1.92,62707588.0,2109792297237.03,2.11416633859403,200.0,18368000.0,,,
FRA,2005,,2.05599,14327.0,23.9,,29.8,1.58377199706769,1.94,63180854.0,2192146403028.17,2.02813701732744,200.0,18377600.0,,,
FRA,2006,,2.05331,14529.0,23.5,,29.7,1.41660322639846,2.0,63622342.0,2317861544690.82,1.97737744775679,200.0,18339000.0,,,
FRA,2007,20.1428349498868,2.02815,14722.0,26.2,,32.4,1.59051931320511,1.98,64016890.0,2655816911866.56,1.91095777789429,200.0,18286200.0,,,
FRA,2008,21.4617976728355,2.06363,14658.0,26.7,,33.0,1.62630919084507,2.01,64375116.0,2926802941585.86,1.89934504679172,200.0,18268700.0,,,
FRA,2009,24.123557619924,2.21273,14100.0,26.1,,32.7,1.29780685062321,2.0,64706436.0,2700075882518.98,2.09877791453034,200.0,18256200.0,,,
FRA,2010,26.3233800074675,2.17771,14748.0,27.1,,33.7,1.25517676645729,2.03,65026211.0,2646230027988.34,1.96864375039496,200.0,18300700.0,,,
FRA,2011,25.1193585926138,2.18761,14655.0,26.9,,33.3,1.34308688468283,2.01,65340830.0,2870408553990.28,1.88794614981494,200.0,18274400.0,,,
FRA,2012,26.6906319566323,2.22761,14540.0,26.9,,33.1,1.22388195514924,2.01,65657659.0,2683007095787.23,1.87154409463222,200.0,18281700.0,,,
FRA,2013,27.1817177565412,2.23369,14690.0,26.4,,32.5,1.20675158408277,1.99,65997932.0,2816077607875.26,1.84711648361859,200.0,18305700.0,,,
FRA,2014,27.4702736686884,2.27173,14500.0,26.1,,32.3,1.2242533397519,2.0,66312067.0,2861236112552.42,1.85952906556899,200.0,18333100.0,,,
FRA,2015,28.2116908505326,2.22401,14306.0,26.6,,32.7,1.55892963521539,1.96,66548272.0,2442483452642.5,1.86973268204402,200.0,18478700.0,,,
FRA,2016,27.9331801598168,2.22468,14206.0,25.9,,31.9,1.19686224509648,1.92,66724104.0,2470407619777.13,1.85171809616119,200.0,18355916.0,,,
FRA,2017,26.0180218998669,2.20422,14415.0,25.8,,31.6,1.08754298245582,1.89,66918020.0,2588868323334.71,1.8523088187904,200.0,18464367.0,,,
FRA,2018,25.9347849255776,2.20407,14303.0,26.7,,32.4,1.06227847973755,1.87,67158348.0,2781576320884.39,1.84604257144589,200.0,18126400.0,,,
FRA,2019,26.9265976407414,2.19668,14103.0,24.8,,31.2,1.14560504750237,1.86,67382061.0,2722793515171.76,1.85288520696513,200.0,17942785.5,,,
FRA,2020,21.1920405248012,2.2742,12771.0,24.5,,30.7,1.04999178555921,1.82,67601110.0,2647926055110.05,2.02167455284232,200.0,16984666.0,,,
FRA,2021,22.305003085565,2.21278,13386.0,24.9,,31.5,1.11071518973766,1.83,67842811.0,2966433692008.09,1.98022225807935,200.0,17010435.0,,,
FRA,2022,21.9264611257156,2.21937,13386.0,24.6,,31.2,1.23873280289769,1.78,68184457.0,2794788137066.94,1.95772067476703,200.0,16990355.0,,,
FRA,2023,22.3835449721792,2.17832,13386.0,25.0,,31.8,1.33506280409367,1.66,68372286.0,3056250648138.29,1.95099683800051,200.0,16899246.0,,,
FRA,2024,23.1371073769038,2.17832,13386.0,25.0,,31.8,1.33506280409367,1.61,68551653.0,3160442622465.08,2.05257687860637,200.0,16899246.0,,,
DEU,2000,,2.38654,51736.0,22.9,,28.7,1.66753754956225,1.38,82211508.0,1966980701145.1,1.34421581953972,107.0,11804000.0,,,
DEU,2001,,2.3792,49989.0,23.9,,29.9,1.44140608883251,1.35,82349925.0,1966381496641.73,1.30789826898647,107.0,11813000.0,,,
DEU,2002,,2.40856,47598.0,23.7,,29.9,1.42807834640079,1.34,82488495.0,2102350798305.89,1.31344033426945,107.0,11791000.0,,,
DEU,2003,,2.44232,47818.0,23.9,,29.9,1.33598638063576,1.34,82534176.0,2534715518349.01,1.2986963477858,107.0,11827000.0,,,
DEU,2004,,2.40278,48448.0,24.0,,30.1,1.3545661001062,1.36,82516260.0,2852317768061.78,1.25072808117217,107.0,11898000.0,,,
DEU,2005,,2.40266,48367.0,25.2,,31.6,1.27244558514126,1.34,82469422.0,2893393187361.87,1.23275583821682,107.0,11904000.0,,,
DEU,2006,,2.43043,48012.0,24.7,,31.0,1.20927315205162,1.33,82376451.0,3046308753670.58,1.17898651377886,107.0,11866000.0,,,
DEU,2007,15.4623925898068,2.41918,47853.0,25.2,,31.2,1.09227050411144,1.37,82266372.0,3484056680854.91,1.15279236258074,107.0,11877000.0,,,
DEU,2008,15.076241600562,2.57152,49240.0,24.5,,30.6,1.02452477446076,1.38,82110097.0,3808197720125.0,1.1888700534429,107.0,11932000.0,,,
DEU,2009,16.7942910292468,2.68864,47859.0,24.1,,30.4,0.992150728625981,1.36,81902307.0,3478545516683.59,1.2847898688108,107.0,11945000.0,,,
DEU,2010,16.8896855327149,2.67632,47047.0,24.1,,30.2,0.981060169496516,1.39,81776930.0,3467093769666.67,1.24181027958074,107.0,11846000.0,,,
DEU,2011,16.3417186285114,2.75016,46986.0,24.4,,30.4,0.91271260058552,1.39,80274983.0,3823575803793.78,1.18233731589884,107.0,11875000.0,,,
DEU,2012,17.2272861923698,2.82499,46620.0,24.4,,30.9,0.814420905242925,1.41,80425823.0,3596483233406.25,1.21725965761789,107.0,11834000.0,,,
DEU,2013,17.2979906043683,2.78067,47353.0,24.9,,31.4,0.841543300830081,1.42,80645605.0,3807023797050.99,1.16213791467872,107.0,11876000.0,,,
DEU,2014,17.2097149731509,2.82218,48154.0,24.0,,30.8,0.87986543465844,1.47,80982500.0,3964870735760.77,1.12769949450115,107.0,11869000.0,,,
DEU,2015,17.8243752766447,2.87725,47384.0,24.8,,31.4,0.83092148321361,1.5,81686611.0,3425099578746.09,1.11541840455009,107.0,11846000.0,,,
DEU,2016,18.0827014214761,2.88393,48480.0,24.5,,31.3,1.163604165425,1.6,82348669.0,3536787895179.0,1.12912506140277,107.0,11763000.0,,,
DEU,2017,15.850578794452,2.9886,47785.0,24.7,,31.3,0.97829217789703,1.57,82657002.0,3765351626105.89,1.13126090102098,107.0,11772000.0,,,
DEU,2018,15.7474335584013,3.05057,46617.0,25.3,,31.9,0.945201062768242,1.57,82905782.0,4055433215301.96,1.14814145777047,107.0,11731000.0,,,
DEU,2019,16.3869405629417,3.11256,46632.0,25.7,,32.2,0.745579302641966,1.54,83092962.0,3959894794039.21,1.24014846331417,107.0,11714000.0,,,
DEU,2020,15.5031959869375,3.0897,42260.0,25.6,,32.5,0.935085587265765,1.53,83160871.0,3941398957073.94,1.35598993512329,107.0,11664000.0,,,
DEU,2021,15.3851048227765,3.0786,39822.0,26.3,,33.6,0.830375419597212,1.58,83196078.0,4355251953410.78,1.29982374349238,107.0,11658000.0,,,
DEU,2022,17.4981505573659,3.07096,39822.0,26.2,,33.7,0.815829208272123,1.455,83177813.0,4201021706478.62,1.35030514561756,107.0,11657000.0,,,
DEU,2023,17.7818374796623,3.1539,39822.0,26.2,,33.7,0.910722780231795,1.39,83287273.0,4562207532490.28,1.48796332620564,107.0,11681000.0,,,
DEU,2024,17.9772990379432,3.1539,39822.0,26.2,,33.7,0.910722780231795,1.36,83516593.0,4685592577804.69,1.89190377205494,107.0,11681000.0,,,
ITA,2000,,1.00104,7877.0,26.4,,35.2,1.33747271243561,1.26,56942108.0,1149661363439.38,1.7333974080779,182.5,8479000.0,,,
ITA,2001,,1.03714,7877.0,26.4,,35.2,1.23722291409081,1.25,56976981.0,1172041488805.87,1.66687444230505,182.5,8339000.0,,,
ITA,2002,,1.07704,7877.0,25.8,,34.7,1.12154817534866,1.27,57089824.0,1281746271196.04,1.69394254893483,182.5,8287000.0,,,
ITA,2003,,1.05539,7877.0,26.7,,34.9,1.12154817534866,1.29,57399184.0,1582930016538.82,1.69839951235756,182.5,7959000.0,,,
ITA,2004,,1.04662,7877.0,26.3,,34.3,1.12154817534866,1.34,57828179.0,1812808753294.75,1.67228931403318,182.5,7979000.0,,,
ITA,2005,,1.04057,7877.0,25.5,,33.8,1.04238414237751,1.33,58166682.0,1864982261286.85,1.59516123663349,182.5,7780000.0,,,
ITA,2006,,1.07903,7877.0,25.6,,33.7,1.06374952167439,1.37,58399861.0,1958563654385.64,1.51434317166841,182.5,7376000.0,,,
ITA,2007,6.73296300131478,1.12421,9255.0,24.9,,32.9,1.06752438557289,1.39,58756247.0,2222524108127.65,1.44091823807458,182.5,7171000.0,,,
ITA,2008,6.67785706953952,1.15548,8588.0,25.7,,33.8,1.03254300197422,1.44,59211181.0,2417508414187.19,1.53005124720846,182.5,7498000.0,,,
ITA,2009,7.80028749421402,1.21261,8814.0,25.4,,33.8,0.984909015398894,1.44,59555454.0,2209484319012.65,1.54748909606347,182.5,6981000.0,,,
ITA,2010,8.01620176122679,1.21296,8877.0,26.2,,34.7,0.879260233986606,1.44,59819407.0,2144936254535.0,1.49431312454622,182.5,7042000.0,,,
ITA,2011,7.97152825700225,1.19531,8794.0,26.4,,35.1,0.914393555930683,1.42,60026841.0,2306974020278.21,1.46829220552997,182.5,6720000.0,,,
ITA,2012,7.59501140176072,1.25559,8439.0,26.4,,35.2,0.87557696185202,1.42,60191247.0,2097929495121.68,1.41946238544527,182.5,7118000.0,,,
ITA,2013,7.77207145281516,1.29425,8307.0,25.9,,34.9,0.827647126909968,1.39,60311613.0,2153225581941.46,1.39167747666985,182.5,6827000.0,,,
ITA,2014,7.73691381710463,1.33148,8601.0,25.5,,34.7,0.782999237037301,1.38,60320707.0,2173255507985.84,1.27633070266495,182.5,6728000.0,,,
ITA,2015,8.15204658018138,1.33213,8601.0,25.8,,35.4,0.774242762514025,1.36,60229605.0,1845428048839.1,1.20247316488401,182.5,6601000.0,,,
ITA,2016,8.29074616964551,1.35915,8848.0,26.0,,35.2,0.668010320924807,1.36,60115223.0,1887111188176.93,1.32773387933426,182.5,6697000.0,,,
ITA,2017,7.8052686500986,1.36393,8643.0,26.7,,35.9,0.622616360456986,1.34,60002252.0,1970720904584.71,1.35122350161336,182.5,6736270.0,,,
ITA,2018,7.47655885813922,1.41934,8921.0,25.9,,35.2,0.595578796289962,1.31,60148658.0,2099435266458.67,1.35443317948295,182.5,6723000.0,,,
ITA,2019,7.75802459594121,1.45558,9229.0,25.8,,34.6,0.527189893600108,1.27,59729081.0,2019606796583.53,1.30611671363832,182.5,6914183.0,,,
ITA,2020,8.587243012964,1.49869,10061.0,26.1,,35.2,0.475691584209703,1.24,59438851.0,1907481094079.23,1.72984958969454,182.5,7199414.0,,,
ITA,2021,7.77024565516253,1.41065,10281.0,26.2,,34.8,0.50728829294141,1.25,59133173.0,2179207773596.09,1.66286387777873,182.5,7192812.0,,,
ITA,2022,9.15916231271025,1.36563,10281.0,25.3,,33.7,0.540095240763765,1.24,59013667.0,2104067630319.46,1.65164252620196,182.5,7084477.0,,,
ITA,2023,9.9836968942283,1.37935,10281.0,25.8,,34.3,0.568072449338316,1.21,58984216.0,2316727999333.18,1.60646040928357,182.5,7084477.0,,,
ITA,2024,12.2827088504022,1.37935,10281.0,25.8,,34.3,0.568072449338316,1.18,58952704.0,2380825077243.59,1.60924561245844,182.5,7084477.0,,,
ESP,2000,,0.88315,2710.0,25.8,,34.1,1.34813027799556,1.22,40567864.0,598102854756.08,1.72551798839458,111.2,13400000.0,,,
ESP,2001,,0.88838,2528.0,25.8,,34.1,1.3989371157037,1.23,40850412.0,627798682378.741,1.62958403293614,111.2,13064000.0,,,
ESP,2002,,0.95947,2763.0,25.8,,34.1,1.35071366537132,1.25,41431558.0,708938227243.923,1.45597370162444,111.2,12909000.0,,,
ESP,2003,,1.0232,2813.0,24.0,,31.8,1.38096386713923,1.3,42187645.0,907963217057.645,1.42254439300681,111.2,13017000.0,,,
ESP,2004,,1.04013,2871.0,24.8,,33.3,1.20274134358143,1.31,42921895.0,1069829382514.67,1.43022117967926,111.2,13025000.0,,,
ESP,2005,,1.09866,3040.0,24.3,,32.4,1.17837383727999,1.33,43653155.0,1154667551775.88,1.38717775355122,111.2,12913000.0,,,
ESP,2006,,1.17567,3111.0,24.9,,33.5,1.06498542161369,1.36,44397319.0,1261846683275.29,1.37000746147478,111.2,12720000.0,,,
ESP,2007,5.61297104870674,1.23823,3267.0,25.6,,34.1,1.0589564792395,1.38,45226803.0,1476746276854.51,1.36310631227691,111.2,12586000.0,,,
ESP,2008,5.58488089846028,1.32156,3632.0,25.6,,34.2,0.880284469874308,1.45,45954106.0,1636115447612.5,1.36762048450666,111.2,12488000.0,,,
ESP,2009,6.47324056082312,1.35898,3596.0,25.9,,34.9,0.883453221366359,1.38,46362946.0,1496587590847.66,1.35835383696039,111.2,12497000.0,,,
ESP,2010,6.5581983123657,1.35436,3566.0,26.0,,35.2,0.856097274768039,1.37,46576897.0,1427989078916.67,1.3816644927099,111.2,12528000.0,,,
ESP,2011,6.58626399247907,1.32726,3430.0,25.9,,35.7,0.819183054272952,1.34,46742697.0,1487568659241.25,1.32573618168037,111.2,12429000.0,,,
ESP,2012,7.25080663420199,1.29268,3266.0,25.8,,35.4,0.774166283792877,1.32,46773055.0,1330994811670.31,1.41695174735802,111.2,12570000.0,,,
ESP,2013,6.97005295956388,1.26864,3026.0,25.9,,36.2,0.644467548060687,1.27,46604197.0,1362186923157.65,1.26618872678062,111.2,12181000.0,,,
ESP,2014,6.91215361464722,1.23401,2953.0,26.0,,36.1,0.691349965151574,1.32,46460733.0,1380244561361.96,1.24625944103127,111.2,12278000.0,,,
ESP,2015,6.88833506484239,1.21165,2799.0,26.2,,36.2,0.646906930185419,1.33,46422303.0,1206164777553.12,1.25969265356283,111.2,12278220.0,,,
ESP,2016,7.80248141094868,1.1808,2745.0,25.8,,35.8,0.629108853827649,1.33,46458139.0,1243015667917.12,1.12848106845526,111.2,12337180.0,,,
ESP,2017,6.99949013494316,1.20198,2167.0,25.4,,34.7,0.655022828665732,1.31,46571232.0,1321754088818.83,1.22211082849583,111.2,12253767.0,,,
ESP,2018,6.76693548745416,1.23288,1525.0,25.3,,34.7,0.613681647994712,1.26,46782011.0,1431642809327.06,1.24562475871831,111.2,11884251.9,,,
ESP,2019,6.84640091103014,1.24207,1288.0,24.9,,34.3,0.69779523479218,1.23,47118501.0,1403496387686.27,1.22464525288942,111.2,11812314.6,,,
ESP,2020,7.76842135531122,1.39637,1431.0,25.0,,34.9,0.69421884953507,1.18,47359424.0,1289783836971.21,1.35429599703865,111.2,11639398.1,,,
ESP,2021,9.39320382214351,1.39617,1308.0,24.7,,33.9,0.607512242916661,1.18,47443821.0,1461244901852.69,1.33768901652321,111.2,11550053.4,,,
